student_id,first_name,last_name,sex,date_of_birth,grade,status,contract_rate,created,updated
19,Sebastian,Torres,M,2007-03-02,12,Inactive,80,2021-08-24 12:00:00,2024-09-12 12:00:00
20,Ellie,White,F,2007-06-17,9,Inactive,80,2021-08-24 12:00:00,2022-01-05 12:00:00
21,Carter,White,M,2006-08-13,10,Inactive,80,2021-08-24 12:00:00,2021-08-31 12:00:00
22,Luke,Campbell,M,2007-06-03,9,Inactive,80,2021-08-24 12:00:00,2022-01-05 12:00:00
23,Luke,White,M,2005-12-09,10,Inactive,80,2021-08-24 12:00:00,2022-01-07 12:00:00
24,Lucy,Hill,F,2005-01-05,12,Inactive,80,2021-08-24 12:00:00,2021-09-27 12:00:00
25,Caroline,Scott,F,2006-09-23,12,Inactive,80,2021-08-24 12:00:00,2022-10-03 12:00:00
26,Harper,Green,F,2009-04-07,7,Inactive,80,2021-08-24 12:00:00,2021-11-10 12:00:00
27,Anna,Campbell,F,2004-05-08,12,Inactive,80,2021-08-24 12:00:00,2021-09-19 12:00:00
28,Aurora,Moore,F,2009-12-22,8,Inactive,80,2021-09-03 18:00:00,2024-09-20 12:00:00
29,Scarlett,Moore,F,2004-01-08,11,Inactive,80,2021-09-04 14:00:00,2022-01-15 12:00:00
30,Brooklyn,Ramirez,F,2006-08-17,12,Inactive,80,2021-09-06 14:00:00,2022-10-24 12:00:00
31,Isabella,Harris,F,2004-12-25,12,Inactive,80,2021-09-07 16:00:00,2022-01-29 12:00:00
32,Stella,Anderson,F,2008-05-11,7,Inactive,80,2021-09-08 13:00:00,2022-01-19 12:00:00
33,Victoria,Rivera,F,2009-10-02,12,Inactive,80,2021-09-09 13:00:00,2023-11-07 12:00:00
34,Grace,Anderson,F,2006-01-14,10,Inactive,80,2021-09-10 14:00:00,2022-02-07 12:00:00
35,Maya,Clark,F,2004-04-13,11,Inactive,80,2021-09-11 15:00:00,2022-01-15 12:00:00
36,William,Hernandez,M,2004-01-21,12,Inactive,80,2021-09-13 14:00:00,2021-10-11 12:00:00
37,Brooklyn,Wilson,F,2005-10-24,12,Inactive,80,2021-09-15 15:00:00,2023-09-15 12:00:00
38,Isabella,Hernandez,F,2006-05-03,9,Inactive,80,2021-09-16 15:00:00,2022-01-27 12:00:00
39,Leah,Nelson,F,2005-04-26,11,Inactive,80,2021-09-18 16:00:00,2024-09-13 12:00:00
40,Amelia,Smith,F,2004-01-23,12,Inactive,80,2021-09-19 16:00:00,2022-09-11 12:00:00
41,William,Campbell,M,2009-04-10,6,Inactive,80,2021-09-21 16:00:00,2022-02-01 12:00:00
42,Aubrey,Mitchell,F,2009-06-25,9,Inactive,80,2021-09-22 13:00:00,2024-01-15 12:00:00
43,Benjamin,Jones,M,2004-11-15,11,Inactive,80,2021-09-26 16:00:00,2022-02-06 12:00:00
44,Lucy,Thomas,F,2005-04-16,12,Inactive,80,2021-09-27 18:00:00,2022-11-15 12:00:00
45,Ella,Martin,F,2006-01-18,10,Inactive,80,2021-10-04 18:00:00,2022-02-24 12:00:00
46,Aria,Roberts,F,2008-02-09,7,Inactive,80,2021-10-07 13:00:00,2021-12-30 12:00:00
47,Gabriel,Johnson,M,2006-07-06,9,Inactive,80,2021-10-10 15:00:00,2022-02-20 12:00:00
48,Grace,Hernandez,F,2005-05-16,11,Inactive,80,2021-10-13 14:00:00,2022-03-06 12:00:00
49,Avery,Jackson,F,2008-10-02,8,Inactive,80,2021-10-15 18:00:00,2022-04-11 12:00:00
50,Caroline,Roberts,F,2004-04-14,12,Inactive,80,2021-10-16 15:00:00,2023-02-01 12:00:00
51,Sophia,Johnson,F,2005-09-09,10,Inactive,80,2021-10-20 17:00:00,2022-03-02 12:00:00
52,Lily,Martinez,F,2004-05-01,12,Inactive,80,2021-10-24 14:00:00,2022-09-14 12:00:00
53,Stella,Jackson,F,2005-05-17,12,Inactive,80,2021-10-27 18:00:00,2025-11-27 12:00:00
54,Scarlet,Williams,F,2006-03-12,12,Inactive,80,2021-10-29 14:00:00,2024-11-02 12:00:00
55,Liam,Nguyen,M,2006-02-17,11,Inactive,80,2021-10-30 18:00:00,2022-04-08 12:00:00
56,Ellie,Hernandez,F,2008-07-05,7,Inactive,80,2021-10-31 14:00:00,2022-03-13 12:00:00
57,Michael,Green,M,2005-07-22,12,Inactive,80,2021-11-05 15:00:00,2023-02-08 12:00:00
58,Ezra,Green,M,2009-10-20,8,Inactive,80,2021-11-07 13:00:00,2024-10-31 12:00:00
59,Jackson,Wilson,M,2006-07-12,12,Inactive,80,2021-11-08 15:00:00,2024-04-08 12:00:00
60,Kennedy,Ramirez,F,2004-09-06,12,Inactive,80,2021-11-09 13:00:00,2022-09-14 12:00:00
61,Ella,Miller,F,2005-10-09,12,Inactive,80,2021-11-10 16:00:00,2025-11-16 12:00:00
62,Leah,Moore,F,2009-06-20,11,Inactive,80,2021-11-12 15:00:00,2025-11-17 12:00:00
63,Hazel,Hernandez,F,2005-02-21,12,Inactive,80,2021-11-13 17:00:00,2024-03-07 12:00:00
64,Caroline,Jackson,F,2005-05-17,12,Inactive,80,2021-11-15 13:00:00,2023-10-10 12:00:00
65,Lucas,Clark,M,2004-12-03,12,Inactive,80,2021-11-16 14:00:00,2023-11-23 12:00:00
66,Mateo,Wilson,M,2004-02-04,11,Inactive,80,2021-11-17 14:00:00,2022-03-30 12:00:00
67,Lily,Lee,F,2006-01-24,9,Inactive,80,2021-11-18 17:00:00,2022-03-31 12:00:00
68,Anna,Adams,F,2005-08-09,11,Inactive,80,2021-11-20 13:00:00,2025-10-10 12:00:00
69,Caroline,Nguyen,F,2004-10-17,11,Inactive,80,2021-11-21 14:00:00,2022-01-30 12:00:00
70,Willow,Hall,F,2008-02-28,12,Inactive,80,2021-11-22 17:00:00,2025-11-07 12:00:00
71,John,White,M,2004-04-05,11,Inactive,80,2021-11-23 18:00:00,2022-04-05 12:00:00
72,Scarlet,Smith,F,2005-04-16,10,Inactive,80,2021-11-25 14:00:00,2022-04-07 12:00:00
73,Ella,Smith,F,2004-04-09,12,Inactive,80,2021-11-26 18:00:00,2022-11-26 12:00:00
74,Jack,Davis,M,2005-03-16,12,Active,80,2021-11-28 17:00:00,2025-11-24 12:00:00
75,Ellie,Hall,F,2005-12-12,10,Inactive,80,2021-11-30 17:00:00,2022-04-12 12:00:00
76,Henry,Wilson,M,2006-08-17,12,Inactive,80,2021-12-04 18:00:00,2024-10-28 12:00:00
77,Claire,Davis,F,2006-10-17,9,Inactive,80,2021-12-05 14:00:00,2022-04-17 12:00:00
78,Ellie,King,F,2006-09-02,12,Inactive,80,2021-12-06 14:00:00,2025-11-07 12:00:00
79,Amelia,Roberts,F,2005-09-28,12,Inactive,80,2021-12-11 15:00:00,2024-10-24 12:00:00
80,Asher,Green,M,2006-04-21,10,Inactive,80,2021-12-17 13:00:00,2023-02-13 12:00:00
81,Sophia,King,F,2005-04-12,10,Inactive,80,2021-12-23 14:00:00,2022-05-05 12:00:00
82,Scarlett,Wilson,F,2006-01-08,9,Inactive,80,2021-12-24 18:00:00,2021-12-31 12:00:00
83,Emma,Johnson,F,2008-04-26,7,Inactive,80,2021-12-26 13:00:00,2022-01-16 12:00:00
84,Leah,Roberts,F,2004-04-03,12,Inactive,80,2021-12-28 14:00:00,2022-10-03 12:00:00
85,Mason,King,M,2004-05-24,12,Inactive,80,2021-12-29 18:00:00,2022-11-25 12:00:00
86,Leo,Scott,M,2006-11-01,12,Inactive,80,2022-01-04 15:00:00,2024-10-25 12:00:00
87,Skylar,Miller,F,2007-05-18,12,Inactive,80,2022-01-13 13:00:00,2025-11-20 12:00:00
88,Logan,Young,M,2007-01-18,10,Inactive,80,2022-01-21 14:00:00,2023-03-10 12:00:00
89,Grace,Moore,F,2005-09-28,12,Inactive,80,2022-02-01 17:00:00,2023-10-20 12:00:00
90,Amelia,Harris,F,2007-03-01,12,Inactive,80,2022-02-03 14:00:00,2023-10-29 12:00:00
91,Caroline,Nguyen,F,2005-01-09,12,Inactive,80,2022-02-04 15:00:00,2022-10-17 12:00:00
92,Wyatt,Miller,M,2010-06-27,9,Inactive,80,2022-02-07 13:00:00,2025-09-13 12:00:00
93,Ava,Nelson,F,2006-07-13,12,Inactive,80,2022-02-14 13:00:00,2024-10-20 12:00:00
94,Owen,Jackson,M,2005-07-20,12,Inactive,80,2022-02-15 13:00:00,2022-11-09 12:00:00
95,Leo,Green,M,2006-08-15,12,Inactive,80,2022-02-16 13:00:00,2023-09-19 12:00:00
96,Aurora,Baker,F,2007-07-19,10,Inactive,80,2022-02-19 18:00:00,2024-03-29 12:00:00
97,Emma,Garcia,F,2009-11-15,8,Inactive,80,2022-02-22 15:00:00,2023-03-07 12:00:00
98,Harper,Baker,F,2005-09-09,12,Inactive,80,2022-02-23 18:00:00,2022-12-05 12:00:00
99,Jayden,Jones,M,2007-06-12,9,Inactive,80,2022-03-03 13:00:00,2022-04-07 12:00:00
100,Jackson,Thomas,M,2006-05-24,12,Inactive,80,2022-03-04 13:00:00,2023-11-07 12:00:00
101,Lincoln,Lewis,M,2007-03-27,11,Inactive,80,2022-03-07 14:00:00,2025-02-01 12:00:00
102,Mateo,Moore,M,2007-09-28,9,Inactive,80,2022-03-09 17:00:00,2022-06-08 12:00:00
103,Brooklyn,Lewis,F,2005-07-21,12,Inactive,80,2022-03-12 17:00:00,2022-09-16 12:00:00
104,Samantha,Campbell,F,2005-02-20,12,Inactive,80,2022-03-17 17:00:00,2022-10-14 12:00:00
105,Grace,Carter,F,2007-07-16,9,Inactive,80,2022-03-20 13:00:00,2022-07-17 12:00:00
106,Penelope,Johnson,F,2007-12-14,9,Inactive,80,2022-03-27 16:00:00,2022-05-08 12:00:00
107,Mason,Martinez,M,2007-06-14,9,Inactive,80,2022-03-28 13:00:00,2022-04-04 12:00:00
108,Henry,Johnson,M,2007-04-16,10,Inactive,80,2022-03-29 13:00:00,2023-01-19 12:00:00
109,Matthew,Martinez,M,2005-08-04,11,Inactive,80,2022-03-30 14:00:00,2022-08-10 12:00:00
110,Skylar,Rodriguez,F,2006-06-13,11,Inactive,80,2022-04-05 17:00:00,2025-11-12 12:00:00
111,Avery,Ramirez,F,2007-11-17,12,Inactive,80,2022-04-09 16:00:00,2024-03-25 12:00:00
112,Lucas,Robinson,M,2006-11-03,11,Inactive,80,2022-04-10 15:00:00,2022-10-31 12:00:00
113,Henry,Allen,M,2009-07-27,10,Inactive,80,2022-04-13 15:00:00,2025-11-12 12:00:00
114,Aurora,Wilson,F,2009-03-21,10,Active,80,2022-04-19 14:00:00,2025-11-12 12:00:00
115,Zoey,Carter,F,2007-12-07,12,Inactive,80,2022-04-20 17:00:00,2024-09-28 12:00:00
116,Brooklyn,Carter,F,2010-06-01,6,Inactive,80,2022-04-30 17:00:00,2022-07-02 12:00:00
117,Riley,Sanchez,F,2007-12-01,9,Inactive,80,2022-05-05 15:00:00,2022-09-15 12:00:00
118,Amelia,Thompson,F,2005-11-22,12,Inactive,80,2022-05-07 16:00:00,2022-09-28 12:00:00
119,Riley,Carter,F,2005-05-06,11,Inactive,80,2022-05-15 18:00:00,2022-06-26 12:00:00
120,Sophia,Gonzalez,F,2006-11-23,12,Inactive,80,2022-05-16 16:00:00,2024-09-20 12:00:00
121,Samuel,Robinson,M,2006-11-01,10,Inactive,80,2022-05-18 18:00:00,2022-06-15 12:00:00
122,Josiah,Sanchez,M,2007-12-18,12,Inactive,80,2022-05-21 13:00:00,2024-10-18 12:00:00
123,Nora,Moore,F,2009-08-27,7,Inactive,80,2022-05-25 15:00:00,2022-10-05 12:00:00
124,Elijah,Martin,M,2009-05-04,12,Inactive,80,2022-05-27 14:00:00,2025-10-31 12:00:00
125,Harper,Mitchell,F,2009-07-21,9,Inactive,80,2022-05-29 15:00:00,2025-09-28 12:00:00
126,Chloe,King,F,2007-07-01,9,Inactive,80,2022-06-04 18:00:00,2022-10-15 12:00:00
127,Jayden,Gonzalez,M,2006-03-21,11,Inactive,80,2022-06-05 18:00:00,2023-02-24 12:00:00
128,Hannah,Robinson,F,2009-12-07,7,Inactive,80,2022-06-06 16:00:00,2022-10-17 12:00:00
129,Charles,Gonzalez,M,2007-07-24,12,Inactive,80,2022-06-08 13:00:00,2024-10-13 12:00:00
130,Wyatt,Walker,M,2010-06-15,6,Inactive,80,2022-06-19 15:00:00,2022-10-30 12:00:00
131,Isaac,Thompson,M,2006-12-22,12,Inactive,80,2022-06-22 13:00:00,2024-11-08 12:00:00
132,Leah,King,F,2005-09-20,12,Inactive,80,2022-06-25 15:00:00,2022-11-12 12:00:00
133,David,Jackson,M,2010-01-28,8,Active,80,2022-06-27 16:00:00,2025-09-12 12:00:00
134,Bella,White,F,2010-06-08,7,Inactive,80,2022-06-30 15:00:00,2023-03-26 12:00:00
135,Genesis,Taylor,F,2006-02-11,12,Inactive,80,2022-07-02 16:00:00,2022-11-17 12:00:00
136,Liam,Mitchell,M,2006-05-01,11,Inactive,80,2022-07-03 13:00:00,2023-01-14 12:00:00
137,Leo,Baker,M,2007-04-12,9,Inactive,80,2022-07-06 15:00:00,2022-11-16 12:00:00
138,Alexander,Clark,M,2007-02-15,11,Inactive,80,2022-07-07 14:00:00,2024-02-09 12:00:00
139,Henry,Young,M,2009-01-25,11,Inactive,80,2022-07-09 14:00:00,2025-11-29 12:00:00
140,Lily,Sanchez,F,2005-04-14,11,Inactive,80,2022-07-10 14:00:00,2022-11-20 12:00:00
141,Willow,Nelson,F,2007-06-23,9,Inactive,80,2022-07-15 17:00:00,2022-11-25 12:00:00
142,Scarlett,Hall,F,2006-09-20,10,Inactive,80,2022-07-17 16:00:00,2022-11-27 12:00:00
143,Anna,Clark,F,2006-06-06,12,Inactive,80,2022-07-18 15:00:00,2023-10-15 12:00:00
144,Paisley,Rivera,F,2006-04-03,11,Inactive,80,2022-07-23 15:00:00,2023-01-17 12:00:00
145,Jack,Hall,M,2005-11-12,12,Inactive,80,2022-07-25 18:00:00,2023-02-13 12:00:00
146,Scarlett,Thomas,F,2005-05-15,11,Inactive,80,2022-07-26 16:00:00,2022-12-06 12:00:00
147,Lucy,Roberts,F,2005-06-23,12,Inactive,80,2022-07-28 14:00:00,2023-03-20 12:00:00
148,Leah,Nelson,F,2009-11-06,9,Inactive,80,2022-07-29 13:00:00,2023-04-11 12:00:00
149,Evelyn,Walker,F,2010-03-09,10,Inactive,80,2022-07-30 16:00:00,2025-10-28 12:00:00
150,Alexander,King,M,2005-02-14,12,Inactive,80,2022-08-01 18:00:00,2022-11-24 12:00:00
151,Genesis,Flores,F,2006-07-10,12,Inactive,80,2022-08-05 13:00:00,2023-09-22 12:00:00
152,Luke,Young,M,2007-11-02,11,Inactive,80,2022-08-08 15:00:00,2025-11-13 12:00:00
153,Hudson,Lee,M,2005-10-14,11,Inactive,80,2022-08-12 15:00:00,2022-08-19 12:00:00
154,Aubrey,King,F,2005-08-16,12,Inactive,80,2022-08-22 14:00:00,2023-03-10 12:00:00
155,David,Roberts,M,2005-11-20,12,Inactive,80,2022-08-24 17:00:00,2024-03-14 12:00:00
156,Willow,Ramirez,F,2005-10-10,11,Inactive,80,2022-08-30 15:00:00,2023-01-10 12:00:00
157,Owen,Harris,M,2007-02-16,12,Inactive,80,2022-08-31 13:00:00,2023-10-29 12:00:00
158,David,Anderson,M,2006-04-18,12,Inactive,80,2022-09-02 17:00:00,2023-11-15 12:00:00
159,Emily,Taylor,F,2007-10-18,9,Inactive,80,2022-09-03 14:00:00,2023-01-14 12:00:00
160,Noah,Davis,M,2007-10-23,12,Inactive,80,2022-09-04 13:00:00,2025-12-07 12:00:00
161,Aria,Perez,F,2010-08-12,8,Inactive,80,2022-09-05 15:00:00,2025-11-10 12:00:00
162,James,Scott,M,2006-08-28,10,Inactive,80,2022-09-06 13:00:00,2022-12-20 12:00:00
163,John,Sanchez,M,2009-03-23,7,Inactive,80,2022-09-08 13:00:00,2023-01-19 12:00:00
164,Lily,Scott,F,2005-03-06,12,Inactive,80,2022-09-14 18:00:00,2022-10-24 12:00:00
165,Gabriel,Miller,M,2007-05-14,11,Active,80,2022-09-15 16:00:00,2025-11-06 12:00:00
166,Hazel,Nelson,F,2005-08-05,12,Inactive,80,2022-09-18 14:00:00,2023-02-13 12:00:00
167,Emily,Nelson,F,2010-06-26,6,Inactive,80,2022-09-19 18:00:00,2023-01-30 12:00:00
168,Penelope,Nelson,F,2006-10-13,10,Inactive,80,2022-09-20 13:00:00,2023-01-31 12:00:00
169,Scarlet,Martin,F,2007-12-13,10,Inactive,80,2022-09-21 16:00:00,2023-04-05 12:00:00
170,Riley,Wright,F,2009-02-09,9,Inactive,80,2022-09-26 13:00:00,2023-03-11 12:00:00
171,Gabriel,Perez,M,2007-05-19,12,Inactive,80,2022-09-27 13:00:00,2025-10-06 12:00:00
172,Emily,Smith,F,2007-11-20,10,Inactive,80,2022-09-28 16:00:00,2024-03-19 12:00:00
173,Samantha,Lee,F,2006-04-23,12,Inactive,80,2022-10-01 16:00:00,2024-11-08 12:00:00
174,Carter,Nelson,M,2007-11-16,11,Inactive,80,2022-10-04 17:00:00,2025-10-01 12:00:00
175,Lucy,Perez,F,2005-10-07,11,Inactive,80,2022-10-05 16:00:00,2023-02-15 12:00:00
176,Oliver,Adams,M,2006-08-10,12,Inactive,80,2022-10-07 15:00:00,2022-12-03 12:00:00
177,Elijah,White,M,2007-05-22,10,Active,80,2022-10-08 18:00:00,2025-09-08 12:00:00
178,Caroline,Mitchell,F,2006-09-05,12,Inactive,80,2022-10-09 15:00:00,2023-10-25 12:00:00
179,Ezra,Taylor,M,2007-03-28,10,Inactive,80,2022-10-11 16:00:00,2024-01-12 12:00:00
180,Emilia,Harris,F,2007-06-02,11,Inactive,80,2022-10-12 18:00:00,2024-11-16 12:00:00
181,Ezra,Martinez,M,2006-01-23,10,Inactive,80,2022-10-13 18:00:00,2023-02-23 12:00:00
182,Evelyn,Davis,F,2006-08-14,12,Inactive,80,2022-10-16 18:00:00,2023-10-18 12:00:00
183,Matthew,Hall,M,2005-07-12,11,Inactive,80,2022-10-18 18:00:00,2023-02-28 12:00:00
184,Riley,Rivera,F,2007-08-27,12,Inactive,80,2022-10-20 15:00:00,2023-12-06 12:00:00
185,Maya,Thompson,F,2009-03-21,9,Inactive,80,2022-10-21 18:00:00,2025-09-29 12:00:00
186,Bella,Nguyen,F,2009-01-15,9,Inactive,80,2022-10-22 13:00:00,2023-10-03 12:00:00
187,Evelyn,Robinson,F,2006-01-17,10,Inactive,80,2022-10-23 17:00:00,2023-03-05 12:00:00
188,Maverick,Clark,M,2010-01-02,12,Inactive,80,2022-10-24 16:00:00,2025-12-03 12:00:00
189,Scarlett,Perez,F,2006-08-16,12,Inactive,80,2022-10-28 13:00:00,2023-09-30 12:00:00
190,Henry,Clark,M,2010-03-10,6,Inactive,80,2022-10-29 18:00:00,2023-03-11 12:00:00
191,Mia,Lee,F,2005-08-16,11,Inactive,80,2022-10-30 15:00:00,2023-03-12 12:00:00
192,Hannah,Adams,F,2006-01-07,12,Inactive,80,2022-11-01 18:00:00,2024-10-11 12:00:00
193,Liam,Jackson,M,2007-05-11,9,Inactive,80,2022-11-02 13:00:00,2023-03-15 12:00:00
194,Ethan,King,M,2006-12-10,10,Inactive,80,2022-11-03 18:00:00,2023-03-16 12:00:00
195,Ava,Martin,F,2007-06-12,11,Inactive,80,2022-11-05 18:00:00,2025-02-15 12:00:00
196,Lucy,Jones,F,2006-06-16,10,Inactive,80,2022-11-06 14:00:00,2022-11-13 12:00:00
197,Hudson,Allen,M,2007-07-04,9,Inactive,80,2022-11-07 15:00:00,2023-03-20 12:00:00
198,James,Walker,M,2009-04-01,7,Inactive,80,2022-11-08 15:00:00,2023-03-21 12:00:00
199,Luca,Davis,M,2007-01-21,9,Inactive,80,2022-11-09 15:00:00,2023-03-22 12:00:00
200,Jacob,Adams,M,2006-06-17,12,Active,80,2022-11-10 16:00:00,2025-09-20 12:00:00
201,William,Hill,M,2007-06-13,12,Inactive,80,2022-11-13 17:00:00,2025-10-18 12:00:00
202,Grayson,Thomas,M,2007-04-20,10,Inactive,80,2022-11-14 17:00:00,2024-09-10 12:00:00
203,Noah,Thomas,M,2009-10-25,10,Inactive,80,2022-11-15 17:00:00,2025-01-25 12:00:00
204,Josiah,Nelson,M,2009-08-12,8,Inactive,80,2022-11-18 14:00:00,2024-02-18 12:00:00
205,Isabella,Flores,F,2007-12-16,12,Inactive,80,2022-11-19 18:00:00,2024-11-28 12:00:00
206,Benjamin,Garcia,M,2006-02-08,10,Inactive,80,2022-11-21 14:00:00,2023-04-03 12:00:00
207,Aubrey,Davis,F,2005-01-28,12,Inactive,80,2022-11-22 17:00:00,2023-11-24 12:00:00
208,Emma,Green,F,2006-05-24,12,Inactive,80,2022-11-23 17:00:00,2025-10-15 12:00:00
209,Abigail,King,F,2006-12-12,12,Inactive,80,2022-11-25 14:00:00,2025-03-31 12:00:00
210,Ella,Smith,F,2007-01-25,11,Inactive,80,2022-11-27 13:00:00,2024-10-02 12:00:00
211,Dylan,Scott,M,2007-02-19,9,Inactive,80,2022-11-28 15:00:00,2022-12-05 12:00:00
212,Bella,Roberts,F,2005-10-13,12,Inactive,80,2022-11-29 18:00:00,2023-09-29 12:00:00
213,Emma,Hall,F,2005-09-27,12,Inactive,80,2022-11-30 16:00:00,2024-10-22 12:00:00
214,Oliver,Miller,M,2010-08-07,9,Inactive,80,2022-12-01 14:00:00,2025-11-07 12:00:00
215,Caroline,Green,F,2005-07-10,12,Inactive,80,2022-12-04 17:00:00,2024-01-12 12:00:00
216,Sofia,Moore,F,2007-07-08,11,Inactive,80,2022-12-07 15:00:00,2025-02-04 12:00:00
217,Liam,Baker,M,2010-01-10,8,Inactive,80,2022-12-10 18:00:00,2025-04-11 12:00:00
218,Lucy,Campbell,F,2005-11-20,11,Inactive,80,2022-12-11 14:00:00,2023-04-23 12:00:00
219,Luca,Wilson,M,2007-06-16,9,Inactive,80,2022-12-12 14:00:00,2023-03-06 12:00:00
220,Leah,King,F,2007-04-28,12,Inactive,80,2022-12-19 15:00:00,2025-09-26 12:00:00
221,Theodore,Allen,M,2007-02-01,11,Inactive,80,2022-12-20 17:00:00,2025-09-13 12:00:00
222,Sofia,Harris,F,2006-06-22,12,Inactive,80,2022-12-24 15:00:00,2023-11-06 12:00:00
223,Leah,Anderson,F,2005-07-07,11,Inactive,80,2022-12-29 16:00:00,2023-05-11 12:00:00
224,Victoria,Campbell,F,2006-06-09,12,Inactive,80,2022-12-30 18:00:00,2024-12-05 12:00:00
225,Scarlet,Perez,F,2008-09-16,9,Inactive,100,2023-01-02 18:00:00,2023-05-15 12:00:00
226,James,Ramirez,M,2008-10-23,10,Inactive,100,2023-01-04 14:00:00,2023-12-05 12:00:00
227,Stella,Campbell,F,2011-03-21,10,Inactive,100,2023-01-11 17:00:00,2025-11-14 12:00:00
228,Ella,Torres,F,2010-06-02,7,Inactive,100,2023-01-13 16:00:00,2023-05-26 12:00:00
229,Ella,Nelson,F,2008-08-13,9,Inactive,100,2023-01-15 18:00:00,2023-02-12 12:00:00
230,Lucas,Jones,M,2010-08-10,9,Inactive,100,2023-01-18 13:00:00,2024-04-08 12:00:00
231,Liam,Sanchez,M,2007-11-28,11,Inactive,100,2023-01-19 14:00:00,2025-11-10 12:00:00
232,Harper,Lee,F,2008-04-14,9,Inactive,100,2023-01-21 14:00:00,2023-06-03 12:00:00
233,Liam,Roberts,M,2010-04-18,7,Inactive,100,2023-01-28 16:00:00,2023-06-10 12:00:00
234,Avery,Clark,F,2006-05-18,12,Inactive,100,2023-01-31 14:00:00,2024-02-25 12:00:00
235,Ellie,Martinez,F,2006-12-08,11,Inactive,100,2023-02-01 17:00:00,2023-06-14 12:00:00
236,Amelia,Jackson,F,2007-10-27,11,Inactive,100,2023-02-04 15:00:00,2024-09-19 12:00:00
237,Gabriel,Rivera,M,2011-04-26,6,Inactive,100,2023-02-06 13:00:00,2023-06-19 12:00:00
238,Logan,Rodriguez,M,2010-07-08,7,Inactive,100,2023-02-19 14:00:00,2023-03-05 12:00:00
239,Scarlett,Walker,F,2011-05-12,6,Inactive,100,2023-02-20 16:00:00,2023-07-03 12:00:00
240,Olivia,Gonzalez,F,2007-02-06,12,Inactive,100,2023-02-21 16:00:00,2024-11-19 12:00:00
241,Sofia,Jackson,F,2006-04-16,11,Inactive,100,2023-02-22 13:00:00,2023-07-05 12:00:00
242,Chloe,Davis,F,2011-06-11,6,Inactive,100,2023-02-24 16:00:00,2023-07-07 12:00:00
243,Lucy,Robinson,F,2008-02-18,9,Inactive,100,2023-02-25 16:00:00,2023-07-08 12:00:00
244,Luca,Baker,M,2006-04-17,12,Inactive,100,2023-02-26 13:00:00,2024-09-17 12:00:00
245,Nova,Wilson,F,2010-05-01,8,Inactive,100,2023-03-04 18:00:00,2024-10-24 12:00:00
246,Stella,Hill,F,2011-07-19,11,Inactive,100,2023-03-11 17:00:00,2025-10-08 12:00:00
247,Penelope,Johnson,F,2011-12-27,8,Inactive,100,2023-03-15 13:00:00,2025-12-02 12:00:00
248,Penelope,Thompson,F,2006-04-07,11,Inactive,100,2023-03-16 18:00:00,2023-07-27 12:00:00
249,Hudson,Walker,M,2006-06-05,11,Inactive,100,2023-03-18 17:00:00,2023-07-29 12:00:00
250,Luca,Flores,M,2007-03-25,12,Inactive,100,2023-03-20 18:00:00,2024-11-23 12:00:00
251,Ezra,Wilson,M,2011-06-01,6,Inactive,100,2023-03-24 17:00:00,2023-08-04 12:00:00
252,Penelope,Nelson,F,2007-01-15,10,Inactive,100,2023-03-26 16:00:00,2023-08-06 12:00:00
